Date,Customer ID,Customer Name,City,Product Category,Quantity,Unit Cost,Unit Price,Total Revenue,New Customer,Delivery Days,Payment Method,Order Frequency,First Purchase Date,Last Purchase Date,Customer Relationship Duration
2023-07-10,CID0755,Customer 755,Los Angeles,Fruits,2,4.64,5.796,8.69,Yes,4,Cash,Monthly,2023-01-07,2023-01-09,2
2023-04-23,CID0757,Customer 757,Los Angeles,Fruits,6,42.07,52.587,289.23,No,4,Cash,Monthly,2023-02-20,2023-04-18,57
2023-12-08,CID0761,Customer 761,Phoenix,Meat,18,52.22,65.27,1174.86,No,2,Online Payment,Monthly,2023-04-22,2023-06-19,58
2023-06-09,CID0762,Customer 762,Philadelphia,Beverages,8,51.71,64.64,517.12,Yes,1,Debit Card,Monthly,2023-05-01,2023-07-02,62
2023-07-19,CID0764,Customer 764,Phoenix,Packaged Foods,9,62.24,77.8,700.2,Yes,4,Credit Card,Quarterly,2023-01-20,2023-05-16,116
2023-09-12,CID0766,Customer 766,Philadelphia,Fruits,10,58.16,72.7,727.0,Yes,4,Online Payment,Weekly,2023-10-22,2023-10-25,3
2023-07-27,CID0768,Customer 768,New York,Bakery,13,71.73,89.66,1165.58,Yes,1,Online Payment,Weekly,2023-05-27,2023-09-07,103
2024-06-01,CID0769,Customer 769,San Antonio,Beverages,17,67.84,84.8,1441.6,Yes,2,Credit Card,Monthly,2023-07-27,2023-10-13,78
2023-03-26,CID0770,Customer 770,San Antonio,Beverages,9,25.49,31.86,286.74,No,4,Credit Card,Quarterly,2023-03-23,2023-03-23,0
2023-08-28,CID0771,Customer 771,New York,Fruits,26,24.63,30.789,785.12,Yes,2,Online Payment,Weekly,2023-04-17,2023-07-27,101
2023-01-10,CID0774,Customer 774,Houston,Meat,1,72.55,90.69,90.69,Yes,3,Debit Card,Monthly,2023-07-27,2023-08-23,27
2023-01-14,CID0775,Customer 775,Philadelphia,Packaged Foods,2,13.45,16.81,33.62,Yes,4,Credit Card,Quarterly,2023-01-01,2023-10-01,273
2023-10-31,CID0777,Customer 777,San Antonio,Vegetables,1,64.86,81.08,81.08,Yes,4,Debit Card,One Time,2023-03-29,2023-09-04,159
2023-10-16,CID0778,Customer 778,Chicago,Fruits,10,75.82,94.77,947.7,Yes,4,Credit Card,Monthly,2023-08-24,2023-09-20,27
2023-12-02,CID0781,Customer 781,Philadelphia,Packaged Foods,11,43.29,54.11,595.21,No,1,Debit Card,One Time,2023-01-28,2023-01-30,2
2023-11-26,CID0782,Customer 782,San Antonio,Vegetables,2,5.22,6.53,13.06,Yes,3,Credit Card,Monthly,2023-02-24,2023-03-26,30
2023-11-03,CID0784,Customer 784,Los Angeles,Fruits,4,49.8,62.244,248.98,No,4,Online Payment,Monthly,2023-02-25,2023-11-03,251
2023-08-25,CID0785,Customer 785,Los Angeles,Packaged Foods,17,74.48,93.1,1582.7,Yes,2,Cash,Monthly,2023-05-31,2023-07-30,60
2023-04-04,CID0786,Customer 786,Chicago,Vegetables,22,43.98,54.978,1237.01,Yes,3,Cash,Weekly,2023-02-21,2023-02-23,2
2023-01-26,CID0787,Customer 787,San Antonio,Bakery,17,18.73,23.41,397.97,Yes,2,Cash,Quarterly,2023-01-17,2023-01-21,4
2023-05-14,CID0788,Customer 788,Philadelphia,Beverages,13,3.94,4.93,64.09,Yes,4,Credit Card,Quarterly,2023-01-21,2023-03-14,52
2023-06-17,CID0790,Customer 790,Phoenix,Packaged Foods,5,24.43,30.54,152.7,Yes,3,Cash,One Time,2023-03-21,2023-07-04,105
2023-08-21,CID0792,Customer 792,Los Angeles,Packaged Foods,1,28.6,35.75,35.75,Yes,2,Online Payment,Quarterly,2023-03-28,2023-07-13,107
2023-06-17,CID0793,Customer 793,Houston,Bakery,5,75.94,94.93,474.65,Yes,3,Credit Card,One Time,2023-02-26,2023-04-14,47
2023-06-22,CID0794,Customer 794,Philadelphia,Packaged Foods,8,77.0,96.25,770.0,Yes,4,Cash,One Time,2023-03-27,2023-05-14,48
2024-01-25,CID0795,Customer 795,Los Angeles,Fruits,6,44.84,56.052,364.34,Yes,2,Online Payment,One Time,2023-03-28,2023-12-11,258
2023-07-14,CID0796,Customer 796,Houston,Dairy,8,74.32,92.9,743.2,Yes,4,Online Payment,Weekly,2023-01-20,2023-04-26,96
2024-01-21,CID0798,Customer 798,Phoenix,Dairy,1,43.93,54.91,54.91,Yes,1,Credit Card,Weekly,2023-11-21,2023-11-26,5
2023-04-08,CID0799,Customer 799,San Antonio,Packaged Foods,13,14.75,18.44,239.72,Yes,4,Cash,Monthly,2023-01-30,2023-07-23,174
2023-10-05,CID0800,Customer 800,New York,Bakery,19,36.9,46.13,876.47,Yes,1,Debit Card,One Time,2023-02-19,2023-04-29,69
2023-11-02,CID0801,Customer 801,San Antonio,Vegetables,3,45.05,56.31,168.93,No,4,Cash,Quarterly,2023-01-23,2023-01-27,4
2023-08-29,CID0802,Customer 802,New York,Packaged Foods,17,69.17,86.46,1469.82,Yes,4,Cash,One Time,2023-03-31,2023-06-28,89
2023-10-01,CID0803,Customer 803,Chicago,Beverages,5,38.71,48.39,241.95,Yes,1,Credit Card,Monthly,2023-03-01,2023-04-01,31
2024-01-19,CID0804,Customer 804,Phoenix,Meat,8,71.86,89.82,718.56,Yes,3,Online Payment,Monthly,2023-01-05,2023-07-31,207
2023-04-10,CID0805,Customer 805,Houston,Packaged Foods,14,54.08,67.6,946.4,Yes,1,Online Payment,One Time,2023-02-22,2023-09-07,197
2023-04-25,CID0808,Customer 808,San Antonio,Dairy,15,42.37,52.96,794.4,Yes,2,Credit Card,Weekly,2023-01-26,2023-11-02,280
2023-11-30,CID0811,Customer 811,New York,Fruits,28,9.97,12.463,355.2,Yes,4,Debit Card,Weekly,2023-08-02,2023-09-02,31
2023-01-21,CID0812,Customer 812,New York,Beverages,19,51.07,63.84,1212.96,Yes,4,Cash,Quarterly,2023-06-01,2023-06-01,0
2024-01-22,CID0813,Customer 813,Philadelphia,Packaged Foods,11,40.06,50.07,550.77,Yes,4,Cash,One Time,2023-11-18,2023-12-26,38
2023-01-16,CID0814,Customer 814,Phoenix,Dairy,5,32.77,40.96,204.8,Yes,3,Cash,Monthly,2023-01-16,2023-01-16,0
2023-07-05,CID0815,Customer 815,Philadelphia,Meat,5,76.26,95.33,476.65,Yes,4,Online Payment,One Time,2023-01-03,2023-04-24,111
2023-04-13,CID0816,Customer 816,Los Angeles,Meat,8,41.99,52.49,419.92,No,2,Debit Card,Weekly,2023-07-04,2023-11-04,123
2023-11-01,CID0817,Customer 817,Houston,Bakery,10,17.84,22.3,223.0,Yes,4,Cash,Quarterly,2023-10-01,2023-11-01,31
2023-11-15,CID0818,Customer 818,Phoenix,Vegetables,6,36.94,46.17,277.02,Yes,4,Online Payment,One Time,2023-10-24,2023-10-31,7
2023-03-20,CID0819,Customer 819,Phoenix,Dairy,15,73.58,91.98,1379.7,Yes,2,Debit Card,One Time,2023-02-27,2023-06-03,96
2023-03-05,CID0820,Customer 820,Phoenix,Bakery,16,14.42,18.02,288.32,No,3,Debit Card,Weekly,2023-03-29,2023-04-27,29
2023-09-12,CID0823,Customer 823,Philadelphia,Packaged Foods,8,1.53,1.91,15.28,Yes,4,Online Payment,Weekly,2023-11-18,2023-11-26,8
2023-02-28,CID0824,Customer 824,Phoenix,Packaged Foods,9,66.42,83.02,747.18,Yes,2,Cash,Weekly,2023-01-21,2023-02-02,12
2023-10-16,CID0825,Customer 825,Chicago,Meat,2,58.68,73.35,146.7,Yes,2,Online Payment,Weekly,2023-03-19,2023-09-20,185
2023-04-22,CID0826,Customer 826,Houston,Packaged Foods,15,28.66,35.83,537.45,Yes,1,Debit Card,Weekly,2023-02-26,2023-04-15,48
2023-08-27,CID0827,Customer 827,Phoenix,Packaged Foods,18,55.98,69.98,1259.64,Yes,4,Cash,Weekly,2023-01-18,2023-02-15,28
2023-12-05,CID0829,Customer 829,Chicago,Meat,17,76.25,95.31,1620.27,Yes,4,Credit Card,Weekly,2023-04-24,2023-07-05,72
2024-01-28,CID0830,Customer 830,Chicago,Bakery,4,77.38,96.72,386.88,Yes,1,Credit Card,Monthly,2023-11-20,2023-11-22,2
2023-08-07,CID0831,Customer 831,Houston,Beverages,4,31.66,39.58,158.32,Yes,1,Debit Card,One Time,2023-03-19,2023-04-18,30
2023-07-11,CID0833,Customer 833,Los Angeles,Bakery,9,61.94,77.42,696.78,Yes,4,Online Payment,Quarterly,2023-10-30,2023-10-31,1
2023-07-11,CID0834,Customer 834,San Antonio,Vegetables,9,25.07,31.34,282.06,Yes,1,Debit Card,Weekly,2023-01-29,2023-03-21,51
2024-01-18,CID0835,Customer 835,New York,Fruits,27,20.76,25.949,700.62,Yes,3,Cash,One Time,2023-06-30,2023-11-29,152
2024-03-01,CID0836,Customer 836,New York,Bakery,10,36.87,46.09,460.9,Yes,3,Debit Card,Monthly,2023-09-17,2023-09-21,4
2023-02-25,CID0840,Customer 840,New York,Vegetables,2,68.47,85.59,171.18,Yes,3,Debit Card,Weekly,2023-01-29,2023-05-02,93
2023-10-24,CID0841,Customer 841,Phoenix,Packaged Foods,13,48.4,60.5,786.5,No,1,Online Payment,Weekly,2023-01-20,2023-11-02,286
2023-01-14,CID0842,Customer 842,Philadelphia,Dairy,16,66.9,83.62,1337.92,Yes,4,Debit Card,Weekly,2023-01-01,2023-07-01,181
2023-09-06,CID0843,Customer 843,Philadelphia,Vegetables,2,62.84,78.55,157.1,Yes,4,Cash,Weekly,2023-05-04,2023-05-31,27
2023-10-22,CID0844,Customer 844,Chicago,Vegetables,16,33.45,41.811,689.88,No,3,Cash,Weekly,2023-05-27,2023-07-25,59
2023-12-13,CID0845,Customer 845,San Antonio,Beverages,10,44.34,55.42,554.2,Yes,3,Credit Card,Weekly,2023-09-02,2023-12-11,100
2023-12-07,CID0846,Customer 846,New York,Dairy,15,64.46,80.57,1208.55,Yes,4,Cash,Monthly,2023-06-15,2023-06-21,6
2023-07-23,CID0847,Customer 847,Chicago,Packaged Foods,17,4.06,5.08,86.36,Yes,4,Credit Card,Quarterly,2023-01-24,2023-07-02,159
2024-02-01,CID0848,Customer 848,Houston,Bakery,8,64.72,80.9,647.2,Yes,4,Debit Card,Monthly,2023-11-11,2023-11-19,8
2023-08-02,CID0850,Customer 850,Philadelphia,Vegetables,9,41.37,51.71,465.39,No,3,Cash,Weekly,2023-02-02,2023-04-02,59
2023-10-31,CID0851,Customer 851,Houston,Dairy,8,64.74,80.92,647.36,Yes,4,Cash,Monthly,2023-07-16,2023-08-14,29
2023-11-18,CID0853,Customer 853,Phoenix,Packaged Foods,18,19.97,24.96,449.28,Yes,3,Debit Card,Quarterly,2023-10-25,2023-11-17,23
2023-02-22,CID0855,Customer 855,Houston,Meat,19,71.62,89.52,1700.88,Yes,3,Debit Card,Quarterly,2023-02-20,2023-02-21,1
2023-12-23,CID0856,Customer 856,Houston,Bakery,14,0.43,0.54,7.56,Yes,3,Online Payment,Weekly,2023-01-22,2023-11-13,295
2024-01-31,CID0857,Customer 857,Los Angeles,Beverages,17,72.15,90.19,1533.23,Yes,3,Debit Card,One Time,2023-08-19,2024-01-19,153
2023-03-03,CID0861,Customer 861,Houston,Bakery,12,39.78,49.72,596.64,Yes,2,Online Payment,Weekly,2023-01-21,2023-01-30,9
2023-10-17,CID0862,Customer 862,Houston,Meat,9,41.22,51.52,463.68,Yes,2,Credit Card,One Time,2023-01-09,2023-10-13,277
2023-01-22,CID0863,Customer 863,Phoenix,Fruits,15,38.73,48.41,726.15,Yes,4,Online Payment,Monthly,2023-01-17,2023-01-21,4
2023-09-30,CID0865,Customer 865,Houston,Packaged Foods,13,7.62,9.53,123.89,Yes,2,Debit Card,One Time,2023-01-02,2023-05-17,135
2023-05-12,CID0867,Customer 867,Philadelphia,Vegetables,14,4.99,6.24,87.36,Yes,4,Debit Card,Quarterly,2023-02-22,2023-12-07,288
2023-09-07,CID0868,Customer 868,San Antonio,Beverages,8,35.77,44.71,357.68,Yes,4,Debit Card,Weekly,2023-03-29,2023-05-04,36
2023-09-17,CID0870,Customer 870,New York,Packaged Foods,7,49.91,62.39,436.73,Yes,1,Cash,One Time,2023-09-16,2023-09-16,0
2023-11-28,CID0871,Customer 871,New York,Packaged Foods,12,79.4,99.25,1191.0,Yes,4,Online Payment,Weekly,2023-11-27,2023-11-28,1
2023-06-24,CID0872,Customer 872,Phoenix,Meat,11,31.15,38.94,428.34,No,3,Online Payment,Monthly,2023-02-14,2023-06-20,126
2023-07-01,CID0873,Customer 873,Houston,Bakery,11,46.08,57.6,633.6,No,4,Credit Card,Weekly,2023-01-01,2023-01-01,0
2023-08-09,CID0875,Customer 875,Houston,Beverages,18,67.84,84.8,1526.4,Yes,3,Cash,Monthly,2023-01-07,2023-08-18,223
2023-02-24,CID0876,Customer 876,Phoenix,Fruits,2,72.22,90.27,180.54,Yes,3,Online Payment,Weekly,2023-01-29,2023-02-23,25
2023-10-08,CID0877,Customer 877,Phoenix,Dairy,15,70.24,87.8,1317.0,Yes,3,Cash,Monthly,2023-04-23,2023-06-29,67
2023-08-24,CID0880,Customer 880,Phoenix,Beverages,19,67.25,84.06,1597.14,Yes,3,Credit Card,Quarterly,2023-06-06,2023-07-29,53
2023-12-29,CID0881,Customer 881,Philadelphia,Vegetables,12,60.24,75.3,903.6,Yes,3,Cash,Monthly,2023-03-23,2023-10-18,209
2023-03-20,CID0882,Customer 882,Los Angeles,Meat,13,18.61,23.26,302.38,Yes,3,Credit Card,Weekly,2023-02-16,2023-02-25,9
2023-11-08,CID0883,Customer 883,Chicago,Vegetables,16,84.17,105.215,1736.05,No,4,Cash,Monthly,2023-06-04,2023-06-21,17
2023-09-25,CID0886,Customer 886,New York,Fruits,4,20.13,25.168,113.26,Yes,4,Credit Card,One Time,2023-07-29,2023-09-15,48
2023-11-30,CID0887,Customer 887,Los Angeles,Fruits,10,31.26,39.078,371.24,No,4,Online Payment,Monthly,2023-06-23,2023-07-11,18
2023-05-19,CID0888,Customer 888,Los Angeles,Bakery,7,57.65,72.06,504.42,No,3,Debit Card,Monthly,2023-01-14,2023-03-15,60
2023-12-11,CID0889,Customer 889,Philadelphia,Beverages,12,45.24,56.55,678.6,Yes,3,Debit Card,Weekly,2023-06-21,2023-08-21,61
2023-03-10,CID0890,Customer 890,Los Angeles,Packaged Foods,15,34.43,43.04,645.6,Yes,4,Debit Card,Monthly,2023-03-02,2023-08-09,160
2023-05-09,CID0891,Customer 891,Chicago,Fruits,5,26.38,32.97,164.85,Yes,3,Online Payment,One Time,2023-03-26,2023-05-22,57
2023-08-27,CID0892,Customer 892,Phoenix,Packaged Foods,15,67.24,84.05,1260.75,Yes,4,Online Payment,Quarterly,2023-01-25,2023-11-04,283
2023-12-08,CID0893,Customer 893,Phoenix,Fruits,8,11.85,14.81,118.48,Yes,4,Cash,Quarterly,2023-05-23,2023-10-06,136
2024-10-01,CID0894,Customer 894,San Antonio,Fruits,10,34.64,43.3,433.0,Yes,3,Debit Card,One Time,2023-12-14,2024-08-01,231
2023-10-31,CID0895,Customer 895,New York,Meat,16,72.34,90.42,1446.72,Yes,2,Debit Card,Monthly,2023-07-17,2023-09-14,59
2023-05-18,CID0896,Customer 896,Philadelphia,Meat,8,67.73,84.66,677.28,Yes,3,Debit Card,Monthly,2023-03-14,2023-03-21,7
2023-06-05,CID0898,Customer 898,Los Angeles,Vegetables,12,61.14,76.43,917.16,No,3,Debit Card,Weekly,2023-03-04,2023-04-29,56
2023-08-19,CID0901,Customer 901,Chicago,Bakery,1,43.74,54.68,54.68,Yes,3,Credit Card,One Time,2023-03-27,2023-09-08,165
2024-01-20,CID0903,Customer 903,Los Angeles,Meat,8,20.72,25.9,207.2,Yes,4,Cash,Quarterly,2023-10-26,2023-12-14,49
2023-08-26,CID0904,Customer 904,San Antonio,Beverages,3,23.94,29.92,89.76,Yes,4,Debit Card,Monthly,2023-06-19,2023-07-20,31
2023-10-19,CID0905,Customer 905,New York,Packaged Foods,10,47.66,59.58,595.8,No,2,Credit Card,One Time,2023-03-14,2023-05-18,65
2023-09-11,CID0906,Customer 906,Philadelphia,Packaged Foods,2,3.01,3.76,7.52,Yes,3,Cash,Weekly,2023-06-29,2023-08-20,52
2023-09-12,CID0907,Customer 907,Chicago,Beverages,11,51.03,63.79,701.69,Yes,3,Cash,Quarterly,2023-08-06,2023-08-31,25
2023-07-14,CID0908,Customer 908,Chicago,Dairy,10,29.4,36.75,367.5,No,3,Online Payment,One Time,2023-06-17,2023-07-07,20
2023-06-22,CID0909,Customer 909,New York,Beverages,14,23.9,29.88,418.32,Yes,3,Cash,One Time,2023-06-19,2023-06-19,0
2023-11-09,CID0911,Customer 911,New York,Vegetables,2,37.02,46.27,92.54,Yes,2,Cash,One Time,2023-03-02,2023-07-09,129
2023-06-16,CID0912,Customer 912,Los Angeles,Fruits,4,7.17,8.964,40.34,Yes,3,Cash,One Time,2023-02-06,2023-07-06,150
2023-04-04,CID0913,Customer 913,New York,Packaged Foods,16,66.21,82.76,1324.16,Yes,1,Debit Card,Quarterly,2023-01-04,2023-01-04,0
2023-01-07,CID0916,Customer 916,New York,Dairy,4,62.0,77.5,310.0,Yes,4,Debit Card,Monthly,2023-03-21,2023-04-14,24
2023-05-13,CID0917,Customer 917,Phoenix,Meat,10,28.46,35.58,355.8,Yes,2,Credit Card,Weekly,2023-07-04,2023-10-04,92
2023-06-24,CID0918,Customer 918,San Antonio,Bakery,12,66.06,82.57,990.84,Yes,1,Debit Card,Quarterly,2023-06-14,2023-06-18,4
2023-05-24,CID0919,Customer 919,Philadelphia,Packaged Foods,17,41.45,51.81,880.77,Yes,2,Cash,Monthly,2023-03-26,2023-04-19,24
2023-02-11,CID0920,Customer 920,Houston,Beverages,14,37.28,46.6,652.4,No,3,Debit Card,Monthly,2023-07-03,2023-08-26,54
2023-12-26,CID0921,Customer 921,New York,Bakery,14,4.02,5.02,70.28,Yes,2,Debit Card,Weekly,2023-10-12,2023-11-12,31
2023-05-22,CID0922,Customer 922,Phoenix,Dairy,2,23.49,29.36,58.72,Yes,3,Online Payment,Weekly,2023-05-15,2023-05-16,1
2023-12-10,CID0923,Customer 923,San Antonio,Bakery,11,74.51,93.14,1024.54,No,2,Cash,One Time,2023-02-17,2023-06-04,107
2023-06-01,CID0924,Customer 924,Phoenix,Beverages,16,31.59,39.49,631.84,Yes,4,Debit Card,Monthly,2023-06-01,2023-06-01,0
2023-02-13,CID0927,Customer 927,Phoenix,Vegetables,19,47.4,59.25,1125.75,Yes,4,Credit Card,Monthly,2023-01-24,2023-03-02,37
2023-04-05,CID0928,Customer 928,San Antonio,Fruits,5,5.28,6.6,33.0,Yes,2,Debit Card,Quarterly,2023-03-01,2023-10-02,215
2024-04-01,CID0929,Customer 929,Phoenix,Vegetables,4,29.23,36.54,146.16,Yes,1,Online Payment,Monthly,2023-05-07,2023-08-07,92
2023-07-28,CID0930,Customer 930,Phoenix,Fruits,15,57.96,72.45,1086.75,Yes,3,Cash,Weekly,2023-03-21,2023-05-14,54
2023-08-09,CID0931,Customer 931,Phoenix,Fruits,4,16.37,20.46,81.84,Yes,3,Cash,One Time,2023-02-16,2023-05-04,77
2023-12-10,CID0932,Customer 932,Los Angeles,Vegetables,10,16.61,20.76,207.6,No,4,Debit Card,Monthly,2023-04-20,2023-05-20,30
2024-01-24,CID0933,Customer 933,Los Angeles,Dairy,3,1.2,1.5,4.5,Yes,2,Debit Card,Quarterly,2023-06-24,2024-01-01,191
2023-04-05,CID0934,Customer 934,Chicago,Beverages,5,35.22,44.03,220.15,No,3,Debit Card,Weekly,2023-02-05,2023-03-05,28
2023-12-20,CID0935,Customer 935,New York,Bakery,6,70.66,88.33,529.98,Yes,2,Cash,One Time,2023-06-09,2023-07-10,31
2023-01-09,CID0936,Customer 936,Phoenix,Bakery,8,4.53,5.66,45.28,No,1,Cash,Quarterly,2023-02-19,2023-08-16,178
2023-11-27,CID0937,Customer 937,Philadelphia,Beverages,7,15.62,19.52,136.64,Yes,4,Credit Card,Quarterly,2023-04-26,2023-09-27,154
2023-08-18,CID0940,Customer 940,New York,Fruits,21,56.53,70.664,1483.94,Yes,3,Online Payment,Weekly,2023-01-20,2023-03-22,61
2023-09-01,CID0941,Customer 941,Chicago,Fruits,4,33.51,41.89,167.56,Yes,2,Credit Card,Quarterly,2023-05-01,2023-09-01,123
2023-07-27,CID0945,Customer 945,Philadelphia,Fruits,4,65.51,81.89,327.56,Yes,3,Debit Card,Monthly,2023-05-19,2023-07-17,59
2023-06-06,CID0948,Customer 948,Los Angeles,Vegetables,5,10.38,12.97,64.85,Yes,1,Cash,Weekly,2023-03-28,2023-12-05,252
2023-06-12,CID0949,Customer 949,Houston,Dairy,16,27.22,34.03,544.48,Yes,2,Online Payment,One Time,2023-11-13,2023-11-22,9
2023-08-07,CID0951,Customer 951,San Antonio,Vegetables,2,32.7,40.87,81.74,Yes,2,Online Payment,Weekly,2023-02-06,2023-06-25,139
2023-08-31,CID0952,Customer 952,Los Angeles,Beverages,18,17.95,22.44,403.92,Yes,4,Debit Card,Weekly,2023-07-04,2023-08-16,43
2023-11-10,CID0953,Customer 953,Los Angeles,Fruits,10,54.99,68.733,652.96,Yes,1,Cash,Quarterly,2023-03-20,2023-07-25,127
2023-09-29,CID0954,Customer 954,Los Angeles,Dairy,19,43.58,54.48,1035.12,Yes,3,Credit Card,One Time,2023-03-25,2023-07-22,119
2023-06-26,CID0955,Customer 955,Philadelphia,Dairy,17,12.31,15.39,261.63,Yes,4,Online Payment,Quarterly,2023-02-16,2023-03-13,25
2023-06-08,CID0956,Customer 956,Philadelphia,Beverages,14,30.7,38.38,537.32,Yes,2,Debit Card,One Time,2023-01-08,2023-06-08,151
2024-01-17,CID0957,Customer 957,Chicago,Bakery,19,33.39,41.74,793.06,No,3,Credit Card,One Time,2023-12-21,2024-05-01,132
2023-09-10,CID0958,Customer 958,Chicago,Bakery,13,60.41,75.51,981.63,Yes,4,Cash,Monthly,2023-03-26,2023-06-10,76
2023-06-19,CID0959,Customer 959,Los Angeles,Packaged Foods,12,2.05,2.56,30.72,Yes,2,Credit Card,Weekly,2023-04-23,2023-06-15,53
2023-12-26,CID0961,Customer 961,New York,Fruits,6,45.76,57.2,343.2,Yes,3,Credit Card,Weekly,2023-07-30,2023-09-20,52
2023-08-21,CID0962,Customer 962,Philadelphia,Meat,19,21.8,27.25,517.75,Yes,2,Online Payment,One Time,2023-04-04,2023-07-07,94
2023-05-19,CID0963,Customer 963,Houston,Beverages,16,50.42,63.03,1008.48,Yes,3,Debit Card,Weekly,2023-02-03,2023-11-04,274
2023-06-06,CID0964,Customer 964,Phoenix,Bakery,13,38.76,48.45,629.85,Yes,2,Online Payment,Monthly,2023-04-24,2023-05-20,26
2023-09-05,CID0965,Customer 965,Philadelphia,Vegetables,4,29.19,36.49,145.96,Yes,4,Online Payment,One Time,2023-03-14,2023-03-16,2
2024-05-01,CID0968,Customer 968,New York,Dairy,18,10.74,13.43,241.74,Yes,4,Cash,One Time,2023-08-18,2023-10-13,56
2023-09-04,CID0969,Customer 969,New York,Dairy,17,44.98,56.23,955.91,No,4,Online Payment,Monthly,2023-01-30,2023-02-17,18
2023-11-06,CID0970,Customer 970,San Antonio,Meat,15,62.54,78.18,1172.7,Yes,3,Credit Card,Weekly,2023-05-17,2023-05-17,0
2024-01-16,CID0972,Customer 972,San Antonio,Fruits,13,14.1,17.62,229.06,Yes,3,Online Payment,Weekly,2023-08-06,2023-10-27,82
2023-02-10,CID0973,Customer 973,San Antonio,Dairy,1,77.81,97.26,97.26,Yes,1,Online Payment,Monthly,2023-08-29,2023-09-24,26
2023-12-20,CID0975,Customer 975,Phoenix,Vegetables,6,13.06,16.32,97.92,No,3,Cash,Quarterly,2023-08-07,2023-08-16,9
2023-05-04,CID0976,Customer 976,Philadelphia,Meat,4,14.74,18.43,73.72,No,1,Cash,Quarterly,2023-03-28,2023-03-31,3
2023-09-04,CID0977,Customer 977,Los Angeles,Vegetables,16,8.22,10.27,164.32,Yes,1,Online Payment,Quarterly,2023-03-15,2023-03-25,10
2023-04-21,CID0978,Customer 978,Chicago,Fruits,15,64.36,80.45,1206.75,Yes,3,Online Payment,One Time,2023-02-26,2023-12-03,280
2024-01-14,CID0979,Customer 979,Chicago,Packaged Foods,15,10.11,12.64,189.6,Yes,3,Credit Card,One Time,2023-08-25,2023-11-30,97
2023-05-09,CID0980,Customer 980,San Antonio,Fruits,6,10.36,12.95,77.7,Yes,3,Online Payment,Monthly,2023-07-16,2023-08-21,36
2023-05-22,CID0981,Customer 981,Philadelphia,Bakery,15,68.1,85.12,1276.8,Yes,3,Credit Card,Monthly,2023-03-14,2023-04-14,31
2024-06-01,CID0982,Customer 982,Houston,Dairy,14,27.83,34.79,487.06,No,3,Online Payment,Quarterly,2023-07-15,2023-11-19,127
2023-10-29,CID0983,Customer 983,Los Angeles,Dairy,11,2.86,3.57,39.27,Yes,3,Debit Card,Weekly,2023-09-15,2023-10-20,35
2024-01-25,CID0984,Customer 984,Philadelphia,Vegetables,7,4.53,5.66,39.62,Yes,2,Debit Card,Quarterly,2023-09-28,2023-12-20,83
2023-09-26,CID0985,Customer 985,Los Angeles,Meat,9,11.72,14.65,131.85,Yes,1,Credit Card,Monthly,2023-03-08,2023-09-15,191
2023-02-11,CID0986,Customer 986,Los Angeles,Packaged Foods,16,17.38,21.73,347.68,No,3,Cash,Quarterly,2023-03-24,2023-06-18,86
2023-05-25,CID0987,Customer 987,Los Angeles,Beverages,5,53.34,66.68,333.4,Yes,3,Debit Card,Monthly,2023-02-21,2023-03-25,32
2023-02-21,CID0988,Customer 988,Philadelphia,Dairy,10,12.92,16.15,161.5,No,1,Credit Card,Quarterly,2023-02-21,2023-02-21,0
2023-10-04,CID0989,Customer 989,San Antonio,Bakery,18,9.86,12.33,221.94,Yes,3,Online Payment,Weekly,2023-03-19,2023-08-04,138
2023-01-06,CID0990,Customer 990,Chicago,Vegetables,4,67.4,84.249,379.12,Yes,1,Online Payment,Quarterly,2023-05-02,2023-10-05,156
2023-04-27,CID0991,Customer 991,Chicago,Vegetables,20,59.2,73.997,1442.94,Yes,3,Credit Card,Weekly,2023-04-22,2023-04-25,3
2023-04-06,CID0994,Customer 994,Houston,Meat,13,25.23,31.54,410.02,Yes,4,Credit Card,Weekly,2023-04-05,2023-05-26,51
2023-08-01,CID0995,Customer 995,New York,Bakery,6,38.81,48.51,291.06,Yes,2,Debit Card,One Time,2023-06-01,2023-06-01,0
2023-01-10,CID0997,Customer 997,New York,Bakery,13,31.22,39.03,507.39,Yes,3,Credit Card,One Time,2023-02-22,2023-08-25,184
2023-06-03,CID0998,Customer 998,San Antonio,Bakery,19,72.56,90.7,1723.3,Yes,3,Online Payment,Monthly,2023-01-16,2023-02-19,34
2023-05-21,CID0999,Customer 999,Houston,Fruits,19,1.68,2.1,39.9,Yes,3,Debit Card,One Time,2023-03-14,2023-05-15,62
2023-01-24,CID1000,Customer 1000,Philadelphia,Vegetables,10,62.66,78.33,783.3,Yes,3,Online Payment,Monthly,2023-03-01,2023-08-01,153
